-5.1, 0
-4.5, 0.3
-4.3, 0.56
-3.8, 0.7
-3.8, 1
-3.6, 1
-3.7, 1.2
-3.6, 1.4
-4.1, 1.6
-4.2, 2.4
-3.4, 2.8
-2, 2.8
-1.3, 5.3
-2.7, 2.6
-2.7, 5.3
-1.5, 7.2
-1.6, 7.4
-1.5, 7.6
-4.7, 10.4
-4.9, 10.5
-4.9, 10.8
-4.6, 11
-4.7, 11.2
-5, 11.2
-5.8, 12.4
-5.7, 12.8
-5, 13.5
-4.3, 13.5
-3.6, 12.7
-3.6, 13.2
-3.8, 13.3
-3.8, 13.4
-3.4, 13.7
-3.5, 14
-4.1, 14.4
-4.2, 15.3
-3.6, 15.8
-2.9, 15.3
